mobile_number,activity,day,month,time(hour),time(minute),duration(seconds),length_of_text,type_of_load,amount_load,receiver,mb_use,location(city),location(district)
99910403605,1,21,4,5,5,54,0,0,0,746,250,16,6
99910403605,9,22,4,22,48,392,0,0,0,737,1500,16,3
99910403605,9,23,4,13,37,2898,0,0,0,738,1500,16,9
32563684575,11,24,1,13,35,121,0,0,0,747,1000,12,12
32563684575,1,25,1,9,32,771,0,0,0,746,1250,12,15
32563684575,5,26,1,1,56,2898,0,0,0,739,750,12,4
32563684575,4,27,1,15,40,2877,0,3,10,740,0,12,3
32563684575,7,28,1,5,38,2130,0,0,0,735,1000,12,7
78619210064,11,26,10,4,34,1344,0,0,0,747,3000,16,2
78619210064,7,27,10,3,37,1862,0,0,0,735,1000,16,4
78619210064,1,28,10,18,55,2281,0,0,0,746,1000,16,15
78619210064,3,29,10,4,44,1673,0,0,0,745,150,16,1
78619210064,7,30,10,15,23,3379,0,0,0,735,1000,16,16
63686088458,2,25,8,22,57,878,0,0,0,734,100,15,3
63686088458,3,26,8,8,19,3216,0,0,0,736,30,15,10
63686088458,1,27,8,15,27,3129,0,0,0,746,1000,15,13
63686088458,8,28,8,21,55,3031,0,0,0,744,150,15,13
63686088458,9,29,8,4,18,2031,0,0,0,737,1500,15,11
28714076705,8,27,11,11,21,2975,0,0,0,741,750,7,3
28714076705,7,28,11,20,18,3211,0,0,0,735,250,7,5
28714076705,4,29,11,12,26,2247,0,1,10,740,0,7,4
28714076705,3,30,11,15,40,2154,0,0,0,745,150,7,16
28714076705,8,1,12,17,39,2594,0,0,0,744,300,7,12
90469519677,3,4,4,12,51,3180,0,0,0,736,30,5,14
90469519677,8,5,4,9,16,2316,0,0,0,742,300,5,10
90469519677,3,6,4,4,53,1896,0,0,0,745,90,5,12
90469519677,4,7,4,16,57,3524,0,2,200,740,0,5,3
90469519677,8,8,4,0,42,3065,0,0,0,741,300,5,8
84297592146,2,1,12,0,46,2203,0,0,0,734,250,8,10
84297592146,8,2,12,23,8,2308,0,0,0,741,600,8,7
84297592146,4,3,12,9,34,3336,0,3,10,740,0,8,16
84297592146,9,4,12,7,26,2769,0,0,0,737,1000,8,16
84297592146,9,5,12,10,8,965,0,0,0,738,1000,8,1
47530055499,7,25,3,7,57,1641,0,0,0,735,750,4,8
47530055499,10,26,3,10,5,1819,57,0,0,273,0,4,16
47530055499,2,27,3,0,26,2256,0,0,0,733,50,4,9
47530055499,1,28,3,0,5,2410,0,0,0,746,1000,4,16
47530055499,9,29,3,13,52,427,0,0,0,737,2000,4,13
99960542240,3,10,9,23,53,1532,0,0,0,736,120,15,11
99960542240,7,11,9,8,27,1003,0,0,0,735,1000,15,14
99960542240,4,12,9,8,45,1,0,4,200,740,0,15,13
99960542240,2,13,9,8,49,1922,0,0,0,734,100,15,16
99960542240,10,14,9,0,44,2927,235,0,0,413,1,15,1
87275251711,2,3,3,8,55,411,0,0,0,734,50,6,15
87275251711,2,4,3,21,30,993,0,0,0,733,150,6,3
87275251711,11,5,3,6,39,14,0,0,0,747,3000,6,14
87275251711,11,6,3,8,51,188,0,0,0,747,3000,6,5
87275251711,6,7,3,14,42,950,0,0,0,691,80,6,9
45073043833,9,30,10,16,5,1979,0,0,0,737,2500,12,11
45073043833,9,31,10,21,42,128,0,0,0,737,1000,12,10
45073043833,6,1,11,3,10,1140,0,0,0,688,60,12,9
45073043833,6,2,11,17,43,1565,0,0,0,489,80,12,14
45073043833,5,3,11,5,27,2888,0,0,0,739,300,12,2
60300975672,2,5,7,12,8,2282,0,0,0,734,50,7,6
60300975672,6,6,7,23,42,2663,0,0,0,98,100,7,2
60300975672,4,7,7,0,1,2972,0,2,10,740,0,7,4
60300975672,7,8,7,4,37,616,0,0,0,735,1250,7,9
60300975672,9,9,7,8,13,2642,0,0,0,738,2000,7,1
27927495626,9,5,1,5,56,2061,0,0,0,738,2500,14,7
27927495626,3,6,1,14,18,952,0,0,0,736,90,14,3
27927495626,7,7,1,3,59,2763,0,0,0,735,250,14,14
27927495626,5,8,1,1,3,3464,0,0,0,743,300,14,12
27927495626,5,9,1,10,48,3022,0,0,0,739,750,14,11
48544690311,6,21,2,5,35,2557,0,0,0,419,60,13,1
48544690311,10,22,2,14,49,278,242,0,0,598,1,13,10
48544690311,3,23,2,18,26,347,0,0,0,736,90,13,13
48544690311,2,24,2,3,0,884,0,0,0,734,250,13,8
48544690311,9,25,2,5,13,3175,0,0,0,738,2500,13,8
78784228268,11,24,6,0,31,265,0,0,0,747,2000,3,11
78784228268,3,25,6,15,12,192,0,0,0,745,60,3,3
78784228268,6,26,6,10,23,250,0,0,0,535,40,3,5
78784228268,11,27,6,21,39,1382,0,0,0,747,4000,3,14
78784228268,8,28,6,0,0,43,0,0,0,744,150,3,7
52551424180,9,4,9,1,19,1817,0,0,0,737,500,15,3
52551424180,10,5,9,12,0,0,50,0,0,569,0,15,3
52551424180,9,6,9,16,20,2141,0,0,0,738,1000,15,4
52551424180,2,7,9,6,32,1483,0,0,0,734,250,15,7
52551424180,2,8,9,16,12,2694,0,0,0,734,100,15,11
94784653977,10,6,7,9,5,2428,90,0,0,671,0,3,6
94784653977,3,7,7,5,26,2152,0,0,0,736,30,3,6
94784653977,9,8,7,19,57,2570,0,0,0,737,1500,3,15
94784653977,5,9,7,4,1,1146,0,0,0,739,600,3,11
94784653977,5,10,7,15,51,2106,0,0,0,743,450,3,7
36803287780,4,7,4,1,37,1264,0,3,5,740,0,8,9
36803287780,11,8,4,6,59,2091,0,0,0,747,4000,8,3
36803287780,11,9,4,11,36,346,0,0,0,747,1000,8,6
36803287780,1,10,4,4,46,272,0,0,0,746,500,8,2
36803287780,2,11,4,1,49,3175,0,0,0,733,200,8,14
17262902277,1,4,8,13,47,1734,0,0,0,746,500,12,6
17262902277,9,5,8,7,53,37,0,0,0,737,2500,12,16
17262902277,9,6,8,10,27,1969,0,0,0,738,1500,12,14
17262902277,11,7,8,4,38,2493,0,0,0,747,2000,12,8
17262902277,2,8,8,1,28,2054,0,0,0,733,100,12,15
44290309230,11,6,8,5,22,112,0,0,0,747,3000,13,4
44290309230,3,7,8,0,10,1781,0,0,0,736,30,13,2
44290309230,4,8,8,10,39,1737,0,2,5,740,0,13,7
44290309230,2,9,8,22,31,2561,0,0,0,733,100,13,12
44290309230,6,10,8,15,51,3003,0,0,0,188,40,13,2
14631291410,1,25,10,12,58,1233,0,0,0,746,1000,4,1
14631291410,2,26,10,19,33,2427,0,0,0,733,250,4,5
14631291410,2,27,10,5,55,740,0,0,0,733,200,4,1
14631291410,1,28,10,9,17,2554,0,0,0,746,1000,4,7
14631291410,10,29,10,0,2,0,222,0,0,135,1,4,9
13990395660,2,30,11,16,43,2755,0,0,0,734,250,11,1
13990395660,4,1,12,21,55,637,0,2,200,740,0,11,3
13990395660,4,2,12,5,1,2977,0,1,150,740,0,11,15
13990395660,4,3,12,14,3,3310,0,4,200,740,0,11,12
13990395660,10,4,12,8,6,22,75,0,0,79,0,11,4
94533824798,9,4,1,1,10,3062,0,0,0,737,2500,13,15
94533824798,8,5,1,7,15,3051,0,0,0,742,750,13,6
94533824798,1,6,1,19,49,2662,0,0,0,746,250,13,5
94533824798,5,7,1,12,38,2660,0,0,0,743,450,13,14
94533824798,7,8,1,22,17,2206,0,0,0,735,500,13,3
97808874067,4,26,12,3,3,65,0,1,100,740,0,3,6
97808874067,9,27,12,21,22,2172,0,0,0,737,500,3,12
97808874067,7,28,12,16,17,3548,0,0,0,735,750,3,14
97808874067,6,29,12,22,2,2181,0,0,0,11,100,3,4
97808874067,4,30,12,22,43,1802,0,2,10,740,0,3,12
45214676283,7,12,12,3,49,3350,0,0,0,735,250,1,10
45214676283,9,13,12,18,59,197,0,0,0,737,2500,1,5
45214676283,2,14,12,6,4,309,0,0,0,734,200,1,3
45214676283,4,15,12,4,34,3161,0,3,200,740,0,1,15
45214676283,5,16,12,20,47,1964,0,0,0,743,450,1,7
23977669118,11,1,11,15,37,3108,0,0,0,747,2000,16,14
23977669118,11,2,11,23,21,2637,0,0,0,747,2000,16,9
23977669118,1,3,11,4,35,1639,0,0,0,746,750,16,5
23977669118,8,4,11,18,34,2843,0,0,0,742,150,16,11
23977669118,8,5,11,3,36,2820,0,0,0,741,300,16,9
75563285337,10,10,9,13,5,0,138,0,0,631,1,11,12
75563285337,2,11,9,23,52,2953,0,0,0,734,100,11,8
75563285337,7,12,9,19,5,1545,0,0,0,735,250,11,15
75563285337,1,13,9,1,13,198,0,0,0,746,1000,11,3
75563285337,9,14,9,2,30,2683,0,0,0,738,2500,11,13
11405999818,4,27,1,21,28,3040,0,2,200,740,0,16,1
11405999818,3,28,1,17,39,888,0,0,0,745,150,16,7
11405999818,4,29,1,15,11,2408,0,3,100,740,0,16,2
11405999818,8,30,1,2,55,3546,0,0,0,742,750,16,15
11405999818,3,31,1,15,58,1747,0,0,0,745,120,16,7
74290133387,6,8,6,18,23,3016,0,0,0,433,80,12,5
74290133387,7,9,6,7,44,1972,0,0,0,735,1250,12,15
74290133387,8,10,6,18,22,1432,0,0,0,744,150,12,13
74290133387,2,11,6,4,7,1466,0,0,0,733,100,12,4
74290133387,6,12,6,16,3,234,0,0,0,412,40,12,5
36550572339,4,15,6,18,16,923,0,1,10,740,0,13,13
36550572339,1,16,6,5,37,164,0,0,0,746,1000,13,16
36550572339,7,17,6,13,40,202,0,0,0,735,250,13,5
36550572339,4,18,6,9,41,1923,0,4,100,740,0,13,8
36550572339,1,19,6,14,24,2004,0,0,0,746,500,13,9
91574045244,4,8,8,18,51,663,0,1,150,740,0,13,7
91574045244,2,9,8,0,23,1916,0,0,0,733,150,13,16
91574045244,3,10,8,11,45,894,0,0,0,736,150,13,9
91574045244,7,11,8,19,29,1359,0,0,0,735,1250,13,8
91574045244,5,12,8,6,28,1399,0,0,0,743,600,13,1
55592645523,10,10,10,9,36,0,186,0,0,425,1,4,11
55592645523,5,11,10,4,19,3072,0,0,0,743,450,4,6
55592645523,2,12,10,12,2,1007,0,0,0,734,200,4,4
55592645523,6,13,10,9,15,2870,0,0,0,396,20,4,5
55592645523,10,14,10,1,33,0,143,0,0,234,1,4,12
88083402470,2,3,3,23,27,2869,0,0,0,734,200,4,7
88083402470,2,4,3,15,7,3183,0,0,0,734,50,4,11
88083402470,6,5,3,8,34,2677,0,0,0,481,80,4,9
88083402470,1,6,3,21,46,1716,0,0,0,746,250,4,5
88083402470,6,7,3,7,49,1048,0,0,0,365,100,4,8
29561549466,8,4,12,14,45,3046,0,0,0,741,450,15,10
29561549466,1,5,12,6,23,2940,0,0,0,746,1000,15,8
29561549466,5,6,12,21,4,26,0,0,0,743,450,15,9
29561549466,8,7,12,18,47,712,0,0,0,741,150,15,2
29561549466,9,8,12,11,32,719,0,0,0,737,2000,15,5
99617679301,11,25,2,8,15,2904,0,0,0,747,1000,14,10
99617679301,3,26,2,16,57,719,0,0,0,745,90,14,11
99617679301,11,27,2,8,33,2467,0,0,0,747,3000,14,4
99617679301,8,28,2,15,56,3257,0,0,0,741,600,14,5
99617679301,7,29,2,10,9,3412,0,0,0,735,500,14,8
73005547373,6,23,4,15,44,2564,0,0,0,664,20,11,12
73005547373,4,24,4,17,13,409,0,1,10,740,0,11,2
73005547373,11,25,4,10,35,3400,0,0,0,747,4000,11,6
73005547373,5,26,4,11,26,1810,0,0,0,739,750,11,8
73005547373,1,27,4,7,24,1397,0,0,0,746,500,11,2
45875570409,8,1,7,18,34,1252,0,0,0,741,150,13,8
45875570409,11,2,7,23,45,2162,0,0,0,747,2000,13,16
45875570409,2,3,7,22,0,3292,0,0,0,734,150,13,13
45875570409,4,4,7,12,38,165,0,3,50,740,0,13,3
45875570409,4,5,7,19,4,3305,0,4,100,740,0,13,4
83947222156,10,29,1,10,6,1253,108,0,0,107,0,2,11
83947222156,4,30,1,18,54,946,0,2,50,740,0,2,12
83947222156,7,31,1,4,23,2917,0,0,0,735,1250,2,15
83947222156,4,1,2,1,15,78,0,2,5,740,0,2,2
83947222156,2,2,2,0,32,3363,0,0,0,734,150,2,16
70249295612,2,11,6,3,54,3151,0,0,0,734,200,1,15
70249295612,3,12,6,23,10,2408,0,0,0,736,30,1,11
70249295612,5,13,6,10,27,1958,0,0,0,743,600,1,3
70249295612,10,14,6,22,30,553,125,0,0,698,1,1,6
70249295612,7,15,6,4,52,1384,0,0,0,735,500,1,14
36224743643,10,17,10,23,6,0,221,0,0,238,1,9,8
36224743643,9,18,10,3,44,1122,0,0,0,737,2500,9,3
36224743643,7,19,10,8,57,622,0,0,0,735,1000,9,6
36224743643,3,20,10,0,22,992,0,0,0,736,150,9,2
36224743643,11,21,10,20,21,3452,0,0,0,747,4000,9,6
90683702466,8,29,9,10,3,1497,0,0,0,741,300,3,6
90683702466,9,30,9,6,40,3370,0,0,0,737,2000,3,4
90683702466,10,1,10,10,51,443,153,0,0,260,1,3,13
90683702466,5,2,10,6,58,2875,0,0,0,739,150,3,11
90683702466,3,3,10,3,36,2631,0,0,0,736,90,3,9
78681597051,3,24,1,23,17,1804,0,0,0,736,30,3,4
78681597051,1,25,1,0,9,1022,0,0,0,746,250,3,10
78681597051,6,26,1,3,24,3008,0,0,0,580,20,3,8
78681597051,2,27,1,21,11,1597,0,0,0,733,50,3,14
78681597051,5,28,1,17,35,2362,0,0,0,743,450,3,7
84309543313,4,19,9,12,30,574,0,1,20,740,0,10,6
84309543313,3,20,9,5,15,1506,0,0,0,736,90,10,2
84309543313,3,21,9,22,8,1679,0,0,0,745,30,10,6
84309543313,2,22,9,22,1,3180,0,0,0,734,200,10,9
84309543313,7,23,9,1,16,3330,0,0,0,735,500,10,4
10839411474,3,11,11,10,24,2316,0,0,0,736,150,2,1
10839411474,6,12,11,7,48,164,0,0,0,415,40,2,14
10839411474,3,13,11,0,16,2184,0,0,0,736,60,2,11
10839411474,9,14,11,12,25,2096,0,0,0,738,500,2,12
10839411474,4,15,11,0,2,592,0,3,50,740,0,2,4
55820779474,3,6,2,11,37,112,0,0,0,736,120,11,12
55820779474,10,7,2,9,26,1872,103,0,0,430,0,11,5
55820779474,3,8,2,14,11,2136,0,0,0,736,60,11,7
55820779474,10,9,2,2,0,1872,225,0,0,23,1,11,3
55820779474,7,10,2,4,50,1923,0,0,0,735,500,11,14
94587093547,7,21,4,12,38,2898,0,0,0,735,500,8,15
94587093547,5,22,4,15,19,2476,0,0,0,743,300,8,13
94587093547,4,23,4,23,22,554,0,1,150,740,0,8,10
94587093547,6,24,4,21,35,3141,0,0,0,710,60,8,11
94587093547,7,25,4,3,47,1630,0,0,0,735,1000,8,8
54504481133,6,6,3,0,14,2917,0,0,0,389,100,13,10
54504481133,7,7,3,22,43,1524,0,0,0,735,1000,13,16
54504481133,11,8,3,9,28,6,0,0,0,747,1000,13,6
54504481133,6,9,3,2,22,2515,0,0,0,296,40,13,5
54504481133,9,10,3,9,21,216,0,0,0,737,1000,13,4
25270393991,7,23,11,13,41,82,0,0,0,735,250,9,10
25270393991,11,24,11,10,23,1594,0,0,0,747,2000,9,4
25270393991,5,25,11,4,7,2258,0,0,0,739,750,9,1
25270393991,10,26,11,3,39,3234,182,0,0,720,1,9,9
25270393991,9,27,11,22,56,1779,0,0,0,738,500,9,7
25496073071,7,23,9,11,54,3349,0,0,0,735,750,7,10
25496073071,10,24,9,15,3,2479,240,0,0,232,1,7,2
25496073071,2,25,9,19,10,2308,0,0,0,734,200,7,8
25496073071,1,26,9,13,8,1547,0,0,0,746,500,7,13
25496073071,7,27,9,10,8,3133,0,0,0,735,1250,7,4
95380690730,6,19,2,1,0,552,0,0,0,231,40,9,10
95380690730,11,20,2,11,33,3402,0,0,0,747,5000,9,6
95380690730,8,21,2,2,33,2807,0,0,0,744,450,9,1
95380690730,1,22,2,6,2,2595,0,0,0,746,250,9,7
95380690730,10,23,2,11,24,0,53,0,0,186,0,9,12
43508496715,1,9,7,6,43,701,0,0,0,746,250,2,9
43508496715,1,10,7,19,25,1129,0,0,0,746,1000,2,14
43508496715,9,11,7,15,30,639,0,0,0,737,2500,2,15
43508496715,3,12,7,10,10,2603,0,0,0,745,150,2,9
43508496715,7,13,7,17,51,3597,0,0,0,735,500,2,16
48213174803,4,10,10,13,50,3424,0,3,5,740,0,6,14
48213174803,7,11,10,22,49,3576,0,0,0,735,1000,6,15
48213174803,7,12,10,16,38,476,0,0,0,735,1250,6,9
48213174803,3,13,10,13,19,1983,0,0,0,745,30,6,8
48213174803,2,14,10,3,39,81,0,0,0,734,100,6,8
14541563823,6,5,12,23,52,520,0,0,0,80,40,16,9
14541563823,9,6,12,17,0,2177,0,0,0,737,500,16,5
14541563823,3,7,12,0,20,3220,0,0,0,745,30,16,1
14541563823,3,8,12,14,15,975,0,0,0,736,120,16,9
14541563823,9,9,12,13,12,3516,0,0,0,737,2000,16,6
23227281464,3,11,11,10,54,2197,0,0,0,745,120,3,3
23227281464,6,12,11,6,39,59,0,0,0,543,20,3,1
23227281464,1,13,11,13,18,2320,0,0,0,746,250,3,16
23227281464,3,14,11,12,59,2584,0,0,0,745,30,3,13
23227281464,9,15,11,6,32,2068,0,0,0,738,2500,3,7
30946935794,8,3,12,0,36,971,0,0,0,744,300,13,6
30946935794,3,4,12,4,55,1928,0,0,0,745,60,13,13
30946935794,9,5,12,19,15,2228,0,0,0,737,2000,13,10
30946935794,9,6,12,19,54,533,0,0,0,738,500,13,9
30946935794,3,7,12,21,48,1775,0,0,0,745,90,13,9
59028007563,2,2,6,10,23,1732,0,0,0,734,50,13,14
59028007563,9,3,6,10,29,3179,0,0,0,737,1500,13,11
59028007563,1,4,6,1,26,1155,0,0,0,746,1000,13,1
59028007563,2,5,6,14,30,2984,0,0,0,734,200,13,4
59028007563,10,6,6,1,43,3352,86,0,0,686,0,13,2
99127659523,10,17,3,13,39,233,72,0,0,562,0,14,11
99127659523,8,18,3,1,25,1474,0,0,0,742,450,14,7
99127659523,9,19,3,18,23,2532,0,0,0,738,500,14,4
99127659523,11,20,3,1,32,2329,0,0,0,747,4000,14,10
99127659523,4,21,3,5,45,2902,0,3,150,740,0,14,2
27389468931,3,20,4,17,49,2233,0,0,0,745,150,7,8
27389468931,4,21,4,20,44,3502,0,1,10,740,0,7,1
27389468931,3,22,4,16,8,1319,0,0,0,745,150,7,3
27389468931,10,23,4,12,22,3344,245,0,0,456,1,7,6
27389468931,8,24,4,12,49,509,0,0,0,744,600,7,11
92357034110,3,14,9,17,9,3211,0,0,0,745,60,14,7
92357034110,10,15,9,16,39,3104,68,0,0,66,0,14,3
92357034110,4,16,9,9,38,2041,0,4,20,740,0,14,6
92357034110,2,17,9,1,59,96,0,0,0,734,150,14,9
92357034110,6,18,9,0,52,1127,0,0,0,274,80,14,13
30719408045,8,30,5,10,42,2972,0,0,0,742,750,3,2
30719408045,5,31,5,16,14,403,0,0,0,743,450,3,12
30719408045,2,1,6,10,21,2661,0,0,0,734,250,3,11
30719408045,6,2,6,8,51,907,0,0,0,478,100,3,11
30719408045,6,3,6,13,0,1920,0,0,0,667,100,3,3
43680487001,2,6,10,18,25,2099,0,0,0,734,50,9,10
43680487001,4,7,10,7,52,2965,0,4,100,740,0,9,1
43680487001,10,8,10,9,34,1933,233,0,0,328,1,9,13
43680487001,1,9,10,6,6,2681,0,0,0,746,500,9,2
43680487001,8,10,10,22,27,3091,0,0,0,742,750,9,10
72029622734,3,17,12,3,21,2006,0,0,0,745,150,9,4
72029622734,4,18,12,17,30,839,0,2,10,740,0,9,16
72029622734,7,19,12,9,2,2323,0,0,0,735,250,9,7
72029622734,4,20,12,15,21,2059,0,4,100,740,0,9,1
72029622734,5,21,12,3,19,2728,0,0,0,739,600,9,6
18537175457,1,3,3,13,18,2104,0,0,0,746,1250,1,6
18537175457,7,4,3,23,38,2233,0,0,0,735,1250,1,1
18537175457,2,5,3,15,26,509,0,0,0,733,100,1,5
18537175457,11,6,3,2,32,3349,0,0,0,747,2000,1,5
18537175457,7,7,3,23,28,1172,0,0,0,735,500,1,14
29384616134,1,13,2,11,11,471,0,0,0,746,1250,12,5
29384616134,7,14,2,23,58,2347,0,0,0,735,500,12,11
29384616134,3,15,2,22,15,2985,0,0,0,745,30,12,5
29384616134,4,16,2,10,49,1645,0,4,200,740,0,12,9
29384616134,1,17,2,9,2,764,0,0,0,746,250,12,16
83817266218,7,8,9,8,59,356,0,0,0,735,750,1,11
83817266218,1,9,9,20,40,2342,0,0,0,746,500,1,2
83817266218,11,10,9,14,31,2590,0,0,0,747,5000,1,10
83817266218,5,11,9,15,44,3169,0,0,0,739,750,1,13
83817266218,4,12,9,23,55,3064,0,2,200,740,0,1,5
43966500365,7,31,12,0,13,308,0,0,0,735,250,3,13
43966500365,5,1,1,14,6,1290,0,0,0,739,600,3,6
43966500365,3,2,1,13,16,2748,0,0,0,745,150,3,11
43966500365,2,3,1,6,4,469,0,0,0,733,100,3,15
43966500365,3,4,1,11,3,305,0,0,0,745,90,3,11
19631489391,5,29,8,23,0,3507,0,0,0,739,300,11,14
19631489391,3,30,8,12,12,603,0,0,0,736,60,11,1
19631489391,3,31,8,23,34,3067,0,0,0,745,90,11,9
19631489391,4,1,9,19,15,983,0,2,5,740,0,11,13
19631489391,5,2,9,12,48,577,0,0,0,743,450,11,4
20557192139,11,23,5,9,37,722,0,0,0,747,3000,13,12
20557192139,7,24,5,23,12,2758,0,0,0,735,1000,13,10
20557192139,4,25,5,21,17,357,0,2,200,740,0,13,15
20557192139,8,26,5,0,55,820,0,0,0,742,750,13,7
20557192139,4,27,5,1,11,2310,0,2,100,740,0,13,8
17431865390,4,12,7,9,20,3532,0,3,20,740,0,11,8
17431865390,10,13,7,17,12,1318,200,0,0,334,1,11,15
17431865390,2,14,7,4,9,707,0,0,0,733,150,11,5
17431865390,5,15,7,22,12,494,0,0,0,743,600,11,7
17431865390,3,16,7,23,31,944,0,0,0,736,90,11,4
71351281984,4,24,12,4,20,2982,0,4,10,740,0,11,7
71351281984,3,25,12,8,37,392,0,0,0,736,120,11,6
71351281984,9,26,12,9,19,1995,0,0,0,737,2000,11,14
71351281984,6,27,12,0,1,1539,0,0,0,40,20,11,8
71351281984,3,28,12,12,3,2563,0,0,0,745,90,11,1
57074074074,1,22,11,22,37,102,0,0,0,746,250,3,2
57074074074,9,23,11,11,24,1503,0,0,0,738,500,3,15
57074074074,11,24,11,18,12,3356,0,0,0,747,2000,3,9
57074074074,3,25,11,0,34,467,0,0,0,736,90,3,6
57074074074,6,26,11,2,44,825,0,0,0,576,80,3,3
86107799348,7,12,9,1,5,2813,0,0,0,735,1250,11,13
86107799348,10,13,9,17,17,0,216,0,0,692,1,11,15
86107799348,4,14,9,17,31,86,0,1,150,740,0,11,4
86107799348,9,15,9,16,8,80,0,0,0,738,500,11,11
86107799348,11,16,9,14,47,1662,0,0,0,747,3000,11,2
79239411536,11,4,4,18,29,1838,0,0,0,747,1000,7,13
79239411536,6,5,4,5,18,707,0,0,0,363,100,7,4
79239411536,9,6,4,2,38,473,0,0,0,737,2000,7,4
79239411536,2,7,4,19,3,1813,0,0,0,734,50,7,8
79239411536,2,8,4,15,56,2930,0,0,0,733,250,7,11
53313964650,6,4,5,9,33,1372,0,0,0,432,100,5,9
53313964650,10,5,5,16,33,0,178,0,0,398,1,5,14
53313964650,2,6,5,14,28,1859,0,0,0,734,200,5,5
53313964650,11,7,5,17,24,516,0,0,0,747,5000,5,12
53313964650,2,8,5,17,17,1508,0,0,0,733,250,5,1
60422954556,5,10,2,8,59,629,0,0,0,739,750,10,2
60422954556,3,11,2,9,29,2364,0,0,0,736,120,10,13
60422954556,3,12,2,6,27,428,0,0,0,736,30,10,10
60422954556,10,13,2,9,47,3552,108,0,0,194,0,10,2
60422954556,7,14,2,4,8,194,0,0,0,735,500,10,9
75792890599,11,1,11,8,35,2654,0,0,0,747,5000,4,10
75792890599,5,2,11,10,8,22,0,0,0,739,300,4,11
75792890599,1,3,11,23,38,3277,0,0,0,746,250,4,3
75792890599,5,4,11,9,52,2882,0,0,0,739,300,4,2
75792890599,7,5,11,17,39,2306,0,0,0,735,1250,4,2
99026903325,11,5,12,18,37,3129,0,0,0,747,3000,11,2
99026903325,2,6,12,13,39,44,0,0,0,733,50,11,4
99026903325,6,7,12,14,49,630,0,0,0,635,20,11,13
99026903325,10,8,12,13,38,2272,62,0,0,453,0,11,3
99026903325,10,9,12,4,8,2272,61,0,0,11,0,11,2
78567426430,3,12,8,11,12,3396,0,0,0,745,60,7,15
78567426430,9,13,8,5,13,659,0,0,0,737,2500,7,11
78567426430,11,14,8,20,44,153,0,0,0,747,4000,7,7
78567426430,10,15,8,14,59,17,110,0,0,125,0,7,1
78567426430,10,16,8,7,35,17,112,0,0,92,0,7,10
10992816024,5,6,7,22,3,2039,0,0,0,739,600,2,14
10992816024,9,7,7,19,20,2899,0,0,0,738,1500,2,2
10992816024,11,8,7,4,12,1715,0,0,0,747,5000,2,9
10992816024,5,9,7,3,25,671,0,0,0,743,450,2,14
10992816024,3,10,7,15,35,276,0,0,0,745,120,2,12
92878370397,10,3,10,18,19,821,87,0,0,490,0,1,15
92878370397,10,4,10,22,40,821,212,0,0,313,1,1,15
92878370397,9,5,10,13,9,2782,0,0,0,737,1000,1,2
92878370397,5,6,10,7,6,988,0,0,0,743,300,1,15
92878370397,4,7,10,12,29,10,0,1,50,740,0,1,1
32928916409,5,3,2,21,37,2996,0,0,0,739,150,8,2
32928916409,2,4,2,17,54,65,0,0,0,733,200,8,9
32928916409,5,5,2,10,2,765,0,0,0,743,450,8,9
32928916409,6,6,2,3,3,1156,0,0,0,317,20,8,12
32928916409,2,7,2,4,27,1299,0,0,0,733,200,8,9
19197821554,2,8,3,10,31,1723,0,0,0,734,100,12,9
19197821554,7,9,3,2,3,139,0,0,0,735,250,12,4
19197821554,1,10,3,12,36,2260,0,0,0,746,1250,12,1
19197821554,8,11,3,2,29,1144,0,0,0,741,450,12,11
19197821554,9,12,3,23,8,1094,0,0,0,737,1500,12,9
65290626689,5,19,10,2,38,3421,0,0,0,739,300,7,7
65290626689,7,20,10,18,10,1797,0,0,0,735,250,7,6
65290626689,11,21,10,7,47,1198,0,0,0,747,3000,7,9
65290626689,3,22,10,23,11,1451,0,0,0,736,120,7,15
65290626689,1,23,10,14,36,1586,0,0,0,746,1000,7,6
69214231896,8,13,9,3,32,380,0,0,0,744,750,14,2
69214231896,2,14,9,0,33,1757,0,0,0,733,50,14,8
69214231896,9,15,9,5,35,2444,0,0,0,738,1000,14,4
69214231896,1,16,9,17,46,1425,0,0,0,746,250,14,13
69214231896,5,17,9,20,5,3085,0,0,0,743,750,14,3
26030823297,9,16,7,2,31,1055,0,0,0,737,2000,1,11
26030823297,7,17,7,5,5,3182,0,0,0,735,1250,1,14
26030823297,9,18,7,7,54,3257,0,0,0,737,500,1,3
26030823297,2,19,7,4,50,2857,0,0,0,734,150,1,7
26030823297,1,20,7,19,59,852,0,0,0,746,750,1,5
55143342226,11,17,2,15,12,1849,0,0,0,747,2000,12,10
55143342226,9,18,2,11,32,2339,0,0,0,738,1000,12,1
55143342226,11,19,2,16,52,1658,0,0,0,747,2000,12,2
55143342226,10,20,2,13,10,3590,238,0,0,528,1,12,14
55143342226,11,21,2,17,25,1157,0,0,0,747,5000,12,2
12774400765,1,6,4,11,20,2107,0,0,0,746,1250,13,9
12774400765,9,7,4,7,15,2199,0,0,0,738,2500,13,9
12774400765,8,8,4,22,50,1299,0,0,0,742,750,13,16
12774400765,10,9,4,9,25,3213,169,0,0,214,1,13,16
12774400765,6,10,4,6,39,979,0,0,0,366,80,13,3
38264295021,6,26,3,20,37,1233,0,0,0,58,80,12,9
38264295021,11,27,3,21,11,3059,0,0,0,747,1000,12,9
38264295021,6,28,3,13,29,974,0,0,0,378,80,12,16
