activity_id,mobile_number,activity,date,date(time),duration(min),length_of_text,type_of_load,amount_load,receiver,mb_use,location(city),location(district)
345763,47510877294,online_consultation,7/3/2020,20:27,,,,,medical_consultation,750,Taguig,6
434187,66549630512,bank,12/15/2020,16:31,0:30:33,,,,bdo,150,Pasig,1
861329,75590591767,facebook,9/18/2020,3:15,0:43:55,,,,facebook.com,1250,Navotas,5
869414,69481244006,online_consultation,7/26/2020,8:53,0:34:51,,,,school_consultation,750,San Juan,8
760005,34543999062,twitter,7/24/2020,12:00,0:57:43,,,,twitter.com,750,Marikina,11
798711,55271136387,youtube,1/31/2020,7:32,0:42:59,,,,youtube.com,4000,Mandaluyong,7
792312,41056271361,facebook,1/23/2020,16:14,0:11:21,,,,facebook.com,1250,Malabon,9
724108,47841389688,online_consultation,6/13/2020,6:20,,,,,medical_consultation,150,Taguig,3
799226,15335432625,load,5/9/2020,3:29,0:34:41,,GoSakto50,100,loading,,Navotas,12
806949,35968115974,text,9/5/2020,12:53,0:50:24,184,,,47510877294,1.45,Las Pinas,12
823247,50274112400,twitter,8/26/2020,7:58,0:14:11,,,,twitter.com,250,Paranaque,1
231704,41358606849,bank,5/14/2020,21:12,0:25:51,,,,bdo,200,Quezon City,6
262071,45727879932,online_consultation,5/16/2020,20:58,0:40:14,,,,medical_consultation,600,Caloocan,12
899067,61650050716,call,9/30/2020,19:14,0:03:59,,,,24295924339,20,Taguig,12
749689,38669040913,twitter,10/28/2020,9:49,,,,,twitter.com,1000,Manila,7
561398,17225187168,online_shopping,5/13/2020,5:20,0:13:32,,,,lazada,450,Marikina,10
683392,66678647226,load,6/27/2020,13:17,0:32:24,,Regular Load,150,loading,,Las Pinas,5
871348,35879400669,load,7/1/2020,6:26,0:46:42,,GoSakto70,10,loading,,Las Pinas,16
534144,81136801759,facebook,1/12/2020,13:32,0:44:20,,,,facebook.com,750,Taguig,6
480111,80992840239,text,5/29/2020,13:58,0:25:22,175,,,25517500610,1.38,San Juan,5
357129,61889345137,facebook,9/9/2020,22:52,,,,,facebook.com,250,San Juan,4
275573,30142849568,twitter,9/11/2020,13:07,0:30:55,,,,twitter.com,750,Makati,13
967300,99928630648,text,2/16/2020,19:15,0:49:27,138,,,28225651007,1.09,Navotas,7
704774,26690699907,text,5/13/2020,15:05,0:43:45,54,,,70932598920,0.45,Marikina,6
283390,22780412689,facebook,3/2/2020,23:16,,,,,facebook.com,250,San Juan,9
543923,16832953301,online_support,10/14/2020,20:56,,,,,finance_support,150,San Juan,14
706330,76485428864,online_consultation,4/28/2020,20:22,0:36:56,,,,technical_consultation,750,San Juan,15
736907,77465677067,online_game,5/8/2020,0:45,,,,,game b,500,Makati,5
714632,95154420305,load,1/7/2020,4:26,,,GoSakto70,20,loading,,Navotas,15
113512,95733696236,twitter,1/4/2020,21:53,0:51:13,,,,twitter.com,750,San Juan,7
469314,96719299842,facebook,2/17/2020,5:01,0:58:49,,,,facebook.com,750,Pasay,6
704942,12182287793,online_support,8/2/2020,12:34,0:41:37,,,,finance_support,60,Caloocan,12
542451,69444182613,online_shopping,1/27/2020,9:54,0:18:19,,,,shopee,300,Makati,7
611162,45094896403,load,2/29/2020,7:18,0:46:28,,GoSakto70,100,loading,,Mandaluyong,7
738292,35422551076,twitter,5/1/2020,6:42,0:15:11,,,,twitter.com,250,Makati,13
365209,34360474135,youtube,2/8/2020,23:10,0:50:23,,,,youtube.com,2000,Malabon,16
825443,31361709610,twitter,6/23/2020,10:23,0:53:54,,,,twitter.com,250,Mandaluyong,13
990709,37427272493,online_consultation,8/22/2020,11:22,0:04:54,,,,school_consultation,450,Pasay,15
192432,93850641556,online_support,7/29/2020,5:02,0:45:31,,,,finance_support,30,Caloocan,6
733590,89755229860,online_support,10/3/2020,15:47,0:06:55,,,,technical_support,60,Valenzuela,6
892527,47509602079,online_shopping,10/30/2020,1:12,,,,,lazada,450,San Juan,2
692778,78571599953,load,6/14/2020,23:45,0:29:34,,GoSakto90,20,loading,,Makati,9
187966,79111681522,online_shopping,4/22/2020,13:55,0:58:18,,,,shopee,600,Muntinlupa,13
150767,81011309004,facebook,10/24/2020,15:28,,,,,facebook.com,1000,Quezon City,12
301271,95724582990,facebook,3/29/2020,15:43,0:48:53,,,,facebook.com,250,Muntinlupa,1
737640,26927873512,bank,8/10/2020,16:47,,,,,bdo,200,Malabon,14
292928,28225651007,text,12/8/2020,11:21,0:02:58,82,,,38247280780,0.65,Manila,7
496994,44519277853,twitter,10/10/2020,3:54,,,,,twitter.com,750,Pasig,14
705522,24579821570,youtube,7/15/2020,2:06,0:40:11,,,,youtube.com,1000,San Juan,4
918340,13997474276,online_shopping,1/19/2020,6:29,0:21:16,,,,lazada,600,San Juan,10
424242,42657713751,call,10/25/2020,1:56,0:46:53,,,,85808042036,100,Quezon City,11
932175,69112016674,online_consultation,8/21/2020,19:23,0:25:53,,,,school_consultation,450,San Juan,10
895282,83894671953,youtube,6/27/2020,17:57,0:08:29,,,,youtube.com,4000,Quezon City,14
186920,67942408328,youtube,10/7/2020,19:38,0:18:56,,,,youtube.com,1000,Quezon City,4
166616,46921677952,youtube,2/27/2020,14:15,0:51:55,,,,youtube.com,3000,Navotas,2
264448,26456752236,youtube,5/17/2020,23:07,,,,,youtube.com,5000,Makati,4
231649,59597024374,load,8/21/2020,13:38,0:45:13,,Regular Load,150,loading,,Valenzuela,8
195455,70526994515,online_consultation,3/5/2020,2:29,0:31:52,,,,school_consultation,600,Makati,10
848584,45896291741,online_support,7/15/2020,3:40,0:54:34,,,,technical_support,60,Quezon City,3
736075,71684049256,bank,6/30/2020,18:20,0:53:56,,,,bpi,200,Marikina,12
649618,80725605878,twitter,9/8/2020,19:13,0:35:57,,,,twitter.com,1000,Muntinlupa,12
721665,92686338378,online_shopping,3/7/2020,7:47,0:16:21,,,,shopee,150,Pasig,10
612588,64067184135,text,8/10/2020,12:15,0:11:11,152,,,49100989359,1.23,Taguig,5
934195,22477724959,online_game,8/20/2020,7:40,,,,,game a,500,Taguig,16
436682,92487465822,call,2/20/2020,1:56,0:08:47,,,,92686338378,100,Manila,11
219158,87601268293,twitter,8/30/2020,9:33,0:28:59,,,,twitter.com,1000,Pasig,14
343888,40092056356,twitter,8/3/2020,22:45,0:18:39,,,,twitter.com,750,Pasig,7
895918,47239899643,bank,4/27/2020,6:40,0:35:45,,,,bdo,50,Makati,2
157816,86142727579,load,2/12/2020,3:24,0:38:27,,Regular Load,50,loading,,Navotas,7
684290,26275457103,online_shopping,8/12/2020,19:27,0:07:31,,,,lazada,600,Malabon,5
401399,69621023295,online_consultation,1/2/2020,22:52,,,,,medical_consultation,750,Malabon,2
576222,30012425794,call,6/2/2020,18:37,,,,,77357957118,100,Taguig,3
888242,17039908205,text,12/29/2020,15:04,0:52:17,214,,,62564408620,1.68,Pasig,8
198381,66570923424,facebook,9/7/2020,12:49,0:17:56,,,,facebook.com,1250,Quezon City,2
677502,41044200671,bank,5/25/2020,14:36,0:15:33,,,,bdo,50,Caloocan,9
461190,19644544567,youtube,8/13/2020,10:23,0:03:31,,,,youtube.com,4000,Marikina,12
680386,45545879150,online_consultation,12/7/2020,15:02,0:47:57,,,,school_consultation,450,Quezon City,16
380023,25805247756,call,9/5/2020,19:47,0:06:32,,,,75451043735,60,Mandaluyong,12
877542,54612093764,facebook,7/26/2020,0:05,0:26:53,,,,facebook.com,1000,San Juan,15
158116,90659819669,online_support,7/19/2020,9:31,,,,,technical_support,60,Makati,2
630819,63118152018,load,9/4/2020,15:59,0:10:27,,GoSakto90,150,loading,,Paranaque,7
365682,17955048205,online_support,3/26/2020,23:23,,,,,technical_support,120,Taguig,3
869999,35316211769,online_support,1/31/2020,8:14,0:47:42,,,,finance_support,30,Muntinlupa,1
580745,83406121836,text,9/11/2020,17:10,0:35:57,231,,,51602748637,1.84,Las Pinas,13
254510,12952933295,call,11/22/2020,9:32,0:00:45,,,,52860040655,40,Navotas,11
662653,28294737127,youtube,12/2/2020,6:38,0:40:31,,,,youtube.com,5000,Valenzuela,5
961983,10026015873,twitter,12/24/2020,1:41,0:16:10,,,,twitter.com,1250,Caloocan,7
803095,39103666357,call,12/9/2020,17:42,0:59:18,,,,67942408328,40,Valenzuela,1
348222,29708899794,online_support,4/28/2020,5:48,0:47:53,,,,finance_support,30,Las Pinas,13
448418,50649022745,twitter,7/18/2020,0:00,,,,,twitter.com,750,Marikina,9
299687,80766336518,online_consultation,5/17/2020,2:00,0:25:42,,,,medical_consultation,600,Paranaque,5
395200,83088584197,online_support,1/18/2020,16:44,0:22:51,,,,technical_support,30,Las Pinas,16
957326,16860652531,youtube,11/19/2020,7:04,0:38:39,,,,youtube.com,4000,Taguig,7
566603,47797249356,online_consultation,9/5/2020,8:56,0:18:27,,,,school_consultation,450,Valenzuela,3
414954,18852927560,bank,8/12/2020,16:36,0:46:58,,,,bpi,250,Quezon City,7
190347,64958832049,facebook,2/12/2020,10:09,,,,,facebook.com,750,Las Pinas,4
348157,85155025584,twitter,2/29/2020,14:57,0:34:21,,,,twitter.com,750,Malabon,16
586926,90096965287,youtube,3/3/2020,5:09,0:21:14,,,,youtube.com,1000,Manila,9
321149,49122857853,twitter,7/5/2020,12:44,0:59:23,,,,twitter.com,1250,Makati,2
555967,11966413343,call,12/9/2020,23:47,0:42:53,,,,83042468774,20,Mandaluyong,14
265347,46367285009,call,2/26/2020,12:35,0:19:51,,,,10026015873,20,Quezon City,6
944416,89862036001,online_consultation,12/14/2020,19:14,0:36:55,,,,medical_consultation,600,Makati,14
940991,39462904429,youtube,3/10/2020,6:48,0:33:16,,,,youtube.com,4000,Pasig,4
122541,57885688727,online_consultation,8/23/2020,23:45,0:33:17,,,,medical_consultation,450,Taguig,12
112100,14120438688,facebook,11/30/2020,21:17,0:33:18,,,,facebook.com,1000,Pasig,5
419832,15058159073,online_consultation,8/28/2020,2:13,0:48:47,,,,medical_consultation,600,Quezon City,10
356751,10505465149,bank,12/14/2020,6:06,0:05:26,,,,bdo,150,Taguig,14
124178,49121692213,twitter,3/15/2020,18:35,0:16:44,,,,twitter.com,500,Taguig,3
471982,26686176227,text,12/14/2020,17:43,0:13:53,187,,,47408846511,1.48,Navotas,4
558451,22374959893,online_support,8/3/2020,1:29,0:20:42,,,,technical_support,120,Quezon City,16
882809,46845009223,online_shopping,7/9/2020,0:02,0:14:23,,,,shopee,600,Mandaluyong,15
942488,86345877423,online_support,4/23/2020,17:46,0:23:20,,,,technical_support,60,Navotas,3
469866,15281522476,bank,8/5/2020,5:18,0:22:52,,,,bpi,250,Pasay,7
410437,83358070773,online_shopping,10/13/2020,17:07,0:17:22,,,,shopee,300,Muntinlupa,1
965785,78156337486,call,5/23/2020,22:14,0:41:11,,,,65475248220,40,Caloocan,15
211243,89009415398,online_support,3/13/2020,0:11,,,,,technical_support,150,Valenzuela,8
129041,26136366610,call,2/9/2020,22:37,,,,,30531149056,100,Makati,15
443584,81018284777,online_game,5/23/2020,1:16,0:01:51,,,,game b,500,Mandaluyong,4
510619,44950201817,online_support,10/25/2020,8:42,0:57:37,,,,technical_support,120,Navotas,13
224439,57399887981,online_support,1/31/2020,19:11,0:54:26,,,,finance_support,60,Taguig,8
310175,94532641939,online_game,10/21/2020,21:16,0:37:45,,,,game a,1000,Navotas,2
890509,11532374454,online_support,3/18/2020,14:48,0:59:32,,,,finance_support,150,Pasig,16
264090,88981753120,call,2/2/2020,7:02,0:26:49,,,,55117519437,100,Paranaque,1
133627,39682855611,online_shopping,7/26/2020,18:05,0:56:25,,,,shopee,300,Pasay,2
380300,89913381248,online_support,1/20/2020,21:02,0:47:14,,,,technical_support,60,Taguig,1
132601,97968701147,text,5/31/2020,13:59,0:36:41,113,,,41665761001,0.92,Quezon City,15
176360,10630416852,facebook,6/4/2020,9:35,0:50:32,,,,facebook.com,500,San Juan,5
525589,95512811632,online_game,9/25/2020,7:25,0:41:43,,,,game a,2000,Navotas,16
873459,13303519194,facebook,2/14/2020,13:39,0:37:10,,,,facebook.com,1250,Mandaluyong,3
491888,84150098784,text,2/27/2020,11:39,,61,,,12337150911,0.51,Caloocan,14
885986,12943375073,load,4/14/2020,14:47,0:57:59,,GoSakto70,50,loading,,Manila,6
530511,46849664689,online_game,3/3/2020,16:53,0:56:36,,,,game b,2000,Taguig,13
870598,46966195683,youtube,2/1/2020,18:38,0:36:30,,,,youtube.com,4000,Mandaluyong,8
439057,91593264523,bank,9/27/2020,2:40,0:33:18,,,,bpi,250,Makati,7
764208,63000759505,facebook,9/1/2020,22:46,0:23:23,,,,facebook.com,1250,Quezon City,10
299249,93887192418,online_consultation,12/23/2020,3:46,0:54:22,,,,technical_consultation,150,Manila,4
869992,27027376950,facebook,1/14/2020,20:06,0:01:10,,,,facebook.com,500,Malabon,14
806839,99634585058,twitter,9/9/2020,8:47,0:20:24,,,,twitter.com,750,San Juan,3
883119,61452620091,twitter,10/17/2020,0:53,0:12:41,,,,twitter.com,750,Valenzuela,16
854350,95099859992,load,2/12/2020,22:26,0:34:37,,GoSakto70,100,loading,,Navotas,2
338015,28407567544,twitter,12/6/2020,2:34,0:32:42,,,,twitter.com,750,Valenzuela,16
454391,20377185356,load,3/22/2020,21:30,0:55:27,,GoSakto90,5,loading,,Manila,9
486276,22359538847,load,7/17/2020,5:06,,,GoSakto70,20,loading,,Las Pinas,2
836409,53741196988,online_game,3/31/2020,16:41,,,,,game b,1000,Malabon,3
641318,97347727666,online_game,11/6/2020,9:40,0:37:29,,,,game b,2000,Quezon City,2
730490,83176515187,call,7/27/2020,3:01,0:23:20,,,,30531149056,20,Malabon,13
393890,27441193060,youtube,2/8/2020,14:06,0:06:13,,,,youtube.com,5000,Las Pinas,3
731504,21558644491,text,2/10/2020,15:16,0:59:16,59,,,98581452140,0.5,Makati,12
489739,99742009496,facebook,3/7/2020,0:05,,,,,facebook.com,250,Quezon City,4
462836,43214028849,online_game,7/18/2020,12:31,0:14:53,,,,game b,2500,Paranaque,2
944422,49263716694,youtube,2/16/2020,1:03,0:53:14,,,,youtube.com,3000,Taguig,6
608445,79010011033,text,2/3/2020,8:57,0:59:33,228,,,83450229998,1.82,Malabon,2
778065,43599772407,facebook,10/1/2020,4:16,0:28:35,,,,facebook.com,500,Valenzuela,12
629516,78406376341,twitter,9/5/2020,7:19,0:57:43,,,,twitter.com,250,Muntinlupa,1
407553,10992899059,bank,7/28/2020,9:00,0:28:48,,,,bpi,100,Las Pinas,14
947633,50702858728,load,6/29/2020,19:51,0:19:44,,GoSakto50,150,loading,,Manila,1
373107,46858819449,load,12/18/2020,1:21,,,GoSakto70,20,loading,,Pasay,15
920546,57052202354,online_support,4/1/2020,2:25,0:13:35,,,,technical_support,90,Valenzuela,1
396709,65802841965,online_shopping,1/16/2020,13:57,0:37:44,,,,shopee,750,Las Pinas,7
836009,86929563706,bank,12/12/2020,14:28,0:11:49,,,,bpi,200,Makati,15
946325,24705535656,twitter,5/24/2020,0:08,0:15:41,,,,twitter.com,750,Paranaque,16
707817,63279977293,online_support,8/22/2020,12:38,,,,,finance_support,30,Mandaluyong,5
246112,68548602912,online_game,2/20/2020,0:06,0:09:11,,,,game b,1000,Muntinlupa,3
281285,78319724708,online_game,2/15/2020,20:37,,,,,game b,500,Marikina,14
818081,87788717655,twitter,1/29/2020,5:27,0:35:33,,,,twitter.com,1250,Caloocan,15
677629,98611650530,facebook,11/18/2020,5:52,0:10:20,,,,facebook.com,1250,Taguig,16
847373,14275702767,twitter,12/8/2020,8:16,0:46:21,,,,twitter.com,750,Manila,3
869299,56959033507,facebook,12/15/2020,20:48,0:03:58,,,,facebook.com,750,Navotas,12
363473,66569585037,youtube,6/20/2020,14:44,,,,,youtube.com,3000,Quezon City,3
574229,55130662296,online_game,2/22/2020,4:41,0:25:36,,,,game b,1500,Caloocan,10
512137,99135094015,call,7/31/2020,19:51,,,,,98622615072,40,Mandaluyong,12
368286,18918603419,online_shopping,4/8/2020,20:52,0:59:13,,,,shopee,600,Taguig,8
303971,24901184554,online_game,2/21/2020,7:49,0:30:52,,,,game a,500,Quezon City,16
529429,42788347511,youtube,1/4/2020,4:00,,,,,youtube.com,3000,Manila,1
126210,44323077218,bank,2/9/2020,23:20,0:30:33,,,,bdo,250,Malabon,3
575953,53573458736,text,3/3/2020,12:15,0:13:39,191,,,57630150911,1.5,Pasay,10
147256,10638428327,online_game,3/12/2020,21:03,0:26:49,,,,game b,2000,Paranaque,12
470263,37472634292,load,2/25/2020,23:36,,,GoSakto70,100,loading,,Quezon City,3
154813,81176809915,twitter,5/13/2020,3:36,,,,,twitter.com,1000,Quezon City,14
869920,11442496878,text,9/8/2020,16:12,0:48:29,151,,,16752962843,1.19,Makati,9
864507,73300363122,online_game,6/17/2020,4:25,0:32:48,,,,game a,2000,Quezon City,16
893105,49996924070,text,6/19/2020,8:03,0:56:18,241,,,97171394865,1.92,Paranaque,13
256683,92239121879,online_support,7/19/2020,15:07,0:45:42,,,,finance_support,30,Marikina,13
401980,53799161253,bank,7/15/2020,20:51,0:19:24,,,,bdo,150,Las Pinas,6
527293,24299870920,bank,6/19/2020,17:56,0:36:34,,,,bdo,150,Mandaluyong,4
533671,37268865992,load,1/25/2020,1:20,,,GoSakto70,5,loading,,Muntinlupa,13
246283,75522720038,online_shopping,5/2/2020,23:22,,,,,lazada,750,Quezon City,16
972516,28325988802,twitter,10/22/2020,1:54,0:44:21,,,,twitter.com,500,Taguig,13
926970,97193567355,online_game,10/23/2020,12:51,0:27:33,,,,game b,2000,Taguig,7
872659,51602748637,online_consultation,3/5/2020,10:34,0:53:34,,,,medical_consultation,450,San Juan,14
372652,23952572375,twitter,6/13/2020,21:44,0:35:45,,,,twitter.com,500,Manila,8
932477,95535493589,load,8/6/2020,6:33,0:02:40,,GoSakto50,200,loading,,Pasay,3
913787,58138185944,text,8/16/2020,16:00,0:08:28,173,,,89913381248,1.38,Paranaque,5
983353,97171394865,load,10/18/2020,22:19,,,GoSakto90,50,loading,,San Juan,5
628180,45326544069,online_shopping,10/29/2020,6:10,0:58:43,,,,shopee,150,Valenzuela,10
943198,73733514117,call,6/22/2020,19:57,0:58:16,,,,85292561425,20,Pasay,2
562407,44410380651,bank,12/25/2020,13:16,,,,,bpi,200,Paranaque,1
442418,97296648103,online_shopping,2/9/2020,15:18,0:50:40,,,,shopee,150,Valenzuela,7
362886,44199522457,text,10/2/2020,3:22,,109,,,14675778024,0.87,Caloocan,5
592422,89377291113,load,1/9/2020,23:43,0:25:57,,GoSakto50,10,loading,,Pasig,1
632803,62578988691,online_shopping,12/30/2020,2:27,0:09:17,,,,shopee,600,Pasay,5
975142,19016944270,youtube,1/21/2020,3:16,,,,,youtube.com,4000,Quezon City,1
655420,77566683233,twitter,11/26/2020,14:53,0:52:37,,,,twitter.com,250,Quezon City,10
992825,91314351754,facebook,10/16/2020,23:26,0:50:18,,,,facebook.com,750,Pasay,7
486418,57323512848,online_game,12/19/2020,14:08,0:57:37,,,,game a,2000,Las Pinas,2
418736,61227016053,online_shopping,8/15/2020,22:40,0:26:08,,,,shopee,300,Makati,6
895829,61227016053,online_support,8/16/2020,0:11,0:39:29,,,,technical_support,60,Makati,1
721961,61227016053,online_game,8/17/2020,3:51,0:40:50,,,,game a,2000,Makati,11
994020,61227016053,online_shopping,8/18/2020,14:59,0:51:54,,,,lazada,600,Makati,4
219688,61227016053,twitter,8/19/2020,13:33,0:49:12,,,,twitter.com,1000,Makati,14
979357,88545842299,bank,4/22/2020,15:46,0:25:26,,,,bdo,50,Malabon,3
864792,88545842299,online_support,4/23/2020,19:06,0:12:28,,,,finance_support,120,Malabon,12
106975,88545842299,online_shopping,4/24/2020,15:28,0:11:48,,,,shopee,450,Malabon,3
864114,88545842299,text,4/25/2020,0:37,0:06:25,197,,,42506669999,1.57,Malabon,16
634833,88545842299,call,4/26/2020,10:58,0:53:39,,,,85563560724,20,Malabon,13
492526,84295332711,twitter,1/2/2020,1:48,0:09:22,,,,twitter.com,750,Malabon,10
189818,84295332711,online_support,1/3/2020,15:37,0:34:22,,,,technical_support,90,Malabon,16
509605,84295332711,twitter,1/4/2020,15:54,0:10:39,,,,twitter.com,1000,Malabon,4
521967,84295332711,text,1/5/2020,12:51,0:24:11,157,,,56913338297,1.27,Malabon,5
417199,84295332711,online_support,1/6/2020,22:04,0:43:39,,,,finance_support,120,Malabon,3
113509,85808042036,online_shopping,5/31/2020,6:39,0:10:59,,,,lazada,600,Paranaque,11
367396,85808042036,bank,6/1/2020,13:23,0:16:42,,,,bpi,250,Paranaque,1
631192,85808042036,bank,6/2/2020,18:23,0:41:28,,,,bdo,150,Paranaque,15
784535,85808042036,online_game,6/3/2020,10:14,0:45:06,,,,game b,2500,Paranaque,12
557722,85808042036,facebook,6/4/2020,17:29,0:12:21,,,,facebook.com,250,Paranaque,6
727185,64167096288,load,8/19/2020,9:30,0:55:59,,Regular Load,200,loading,,Muntinlupa,14
949336,64167096288,facebook,8/20/2020,6:57,0:38:27,,,,facebook.com,250,Muntinlupa,15
111064,64167096288,youtube,8/21/2020,0:22,0:36:39,,,,youtube.com,5000,Muntinlupa,15
634012,64167096288,load,8/22/2020,8:07,0:25:40,,GoSakto50,100,loading,,Muntinlupa,9
876754,64167096288,text,8/23/2020,5:54,0:15:58,210,,,30745463530,1.65,Muntinlupa,1
837520,35034615138,online_support,5/21/2020,23:06,0:14:35,,,,finance_support,150,Taguig,6
878732,35034615138,load,5/22/2020,6:42,0:28:13,,GoSakto50,20,loading,,Taguig,15
677434,35034615138,online_support,5/23/2020,17:22,0:49:33,,,,technical_support,150,Taguig,15
170845,35034615138,online_game,5/24/2020,8:52,0:11:49,,,,game b,2500,Taguig,10
975542,35034615138,load,5/25/2020,8:50,0:35:56,,GoSakto90,200,loading,,Taguig,4
372520,32216487322,online_shopping,11/9/2020,13:17,0:56:24,,,,lazada,150,San Juan,9
688191,32216487322,text,11/10/2020,14:32,0:11:38,173,,,59935199967,1.38,San Juan,11
493151,32216487322,online_game,11/11/2020,1:31,0:00:04,,,,game b,2000,San Juan,5
697548,32216487322,online_game,11/12/2020,10:19,0:49:28,,,,game a,1500,San Juan,2
134876,32216487322,online_consultation,11/13/2020,11:31,0:30:17,,,,technical_consultation,150,San Juan,4
163558,34741883776,facebook,5/15/2020,15:08,0:36:04,,,,facebook.com,1250,Quezon City,5
703808,34741883776,text,5/16/2020,20:15,0:42:51,232,,,66627131578,1.85,Quezon City,5
557847,34741883776,online_consultation,5/17/2020,4:08,0:00:20,,,,technical_consultation,150,Quezon City,1
481765,34741883776,online_game,5/18/2020,8:21,0:06:27,,,,game b,2500,Quezon City,3
583469,34741883776,call,5/19/2020,16:32,0:53:17,,,,15921265146,60,Quezon City,10
702490,12583701480,call,10/30/2020,5:46,0:41:53,,,,79663877657,20,Quezon City,8
235893,12583701480,load,10/31/2020,17:24,0:25:20,,GoSakto90,5,loading,,Quezon City,9
838946,12583701480,bank,11/1/2020,10:41,0:55:12,,,,bpi,200,Quezon City,13
309246,12583701480,call,11/2/2020,18:39,0:27:40,,,,88545842299,40,Quezon City,4
498442,12583701480,call,11/3/2020,21:35,0:59:11,,,,93731594051,100,Quezon City,13
689047,48668021304,online_support,7/23/2020,1:53,0:56:33,,,,finance_support,90,San Juan,2
111774,48668021304,online_game,7/24/2020,15:22,0:28:06,,,,game b,2500,San Juan,14
623247,48668021304,online_game,7/25/2020,16:03,0:14:25,,,,game b,2500,San Juan,9
627084,48668021304,online_shopping,7/26/2020,3:58,0:53:50,,,,lazada,300,San Juan,14
759055,48668021304,online_shopping,7/27/2020,18:33,0:44:01,,,,lazada,450,San Juan,11
163577,23099415245,text,7/16/2020,5:04,,199,,,83894671953,1.59,Malabon,14
246332,23099415245,twitter,7/17/2020,13:06,0:51:43,,,,twitter.com,1250,Malabon,14
486419,23099415245,bank,7/18/2020,5:31,0:04:52,,,,bdo,50,Malabon,7
235839,23099415245,youtube,7/19/2020,12:48,0:17:12,,,,youtube.com,1000,Malabon,1
696868,23099415245,online_shopping,7/20/2020,21:57,0:44:08,,,,shopee,300,Malabon,13
993652,70046338742,online_shopping,9/10/2020,4:12,0:44:48,,,,lazada,450,Marikina,10
304516,70046338742,youtube,9/11/2020,14:13,0:04:00,,,,youtube.com,5000,Marikina,2
999480,70046338742,twitter,9/12/2020,1:31,0:37:26,,,,twitter.com,250,Marikina,14
690950,70046338742,text,9/13/2020,20:23,,87,,,73718439587,0.7,Marikina,10
947788,70046338742,bank,9/14/2020,1:40,0:02:24,,,,bdo,250,Marikina,7
527586,81250487006,load,12/11/2020,20:27,0:04:10,,Regular Load,20,loading,,Valenzuela,8
984103,81250487006,youtube,12/12/2020,2:16,0:46:19,,,,youtube.com,1000,Valenzuela,10
561265,81250487006,facebook,12/13/2020,3:20,0:09:30,,,,facebook.com,1250,Valenzuela,2
672278,81250487006,text,12/14/2020,5:00,0:52:36,94,,,99492264164,0.77,Valenzuela,8
309627,81250487006,online_game,12/15/2020,19:36,0:24:36,,,,game a,2500,Valenzuela,6
254774,95944385379,bank,4/27/2020,1:16,0:20:22,,,,bpi,100,Mandaluyong,1
562013,95944385379,load,4/28/2020,23:50,0:37:13,,GoSakto50,5,loading,,Mandaluyong,7
602655,95944385379,online_game,4/29/2020,7:15,0:43:18,,,,game a,2500,Mandaluyong,16
435812,95944385379,online_consultation,4/30/2020,11:19,0:37:24,,,,school_consultation,450,Mandaluyong,14
265377,95944385379,facebook,5/1/2020,23:56,0:49:44,,,,facebook.com,1250,Mandaluyong,11
855754,41890833941,facebook,12/18/2020,8:45,0:12:47,,,,facebook.com,250,Navotas,7
460911,41890833941,call,12/19/2020,16:19,0:21:11,,,,35631592449,40,Navotas,15
810528,41890833941,youtube,12/20/2020,0:27,0:37:28,,,,youtube.com,2000,Navotas,6
888654,41890833941,online_shopping,12/21/2020,23:44,0:44:58,,,,lazada,300,Navotas,8
605857,41890833941,bank,12/22/2020,18:13,0:19:06,,,,bdo,50,Navotas,14
937168,16954015137,load,2/18/2020,7:51,0:30:48,,GoSakto90,20,loading,,Makati,5
939937,16954015137,twitter,2/19/2020,23:34,0:04:36,,,,twitter.com,250,Makati,14
313066,16954015137,online_consultation,2/20/2020,16:07,0:47:59,,,,medical_consultation,600,Makati,8
646143,16954015137,youtube,2/21/2020,12:06,0:22:51,,,,youtube.com,1000,Makati,12
553995,16954015137,text,2/22/2020,6:01,0:54:30,190,,,93260178738,1.52,Makati,13
996035,73032418747,twitter,6/18/2020,17:40,0:21:45,,,,twitter.com,750,Taguig,1
859215,73032418747,online_consultation,6/19/2020,3:29,0:09:08,,,,medical_consultation,750,Taguig,3
342487,73032418747,online_consultation,6/20/2020,14:55,0:00:53,,,,technical_consultation,600,Taguig,2
626730,73032418747,call,6/21/2020,13:17,0:48:04,,,,55110895990,60,Taguig,16
647315,73032418747,online_support,6/22/2020,6:41,0:09:11,,,,technical_support,120,Taguig,13
383910,60230857947,load,12/15/2020,15:36,0:43:24,,GoSakto90,50,loading,,Malabon,16
602761,60230857947,online_consultation,12/16/2020,5:36,0:23:28,,,,school_consultation,750,Malabon,3
356251,60230857947,bank,12/17/2020,21:46,0:33:15,,,,bdo,200,Malabon,10
494818,60230857947,text,12/18/2020,6:41,,111,,,69015262568,0.89,Malabon,3
335500,60230857947,load,12/19/2020,6:48,0:58:41,,Regular Load,20,loading,,Malabon,5
594305,84368507148,online_support,11/1/2020,13:36,0:56:12,,,,technical_support,90,Pasig,5
498714,84368507148,online_game,11/2/2020,0:03,0:52:54,,,,game b,2000,Pasig,14
488113,84368507148,online_consultation,11/3/2020,5:51,0:46:05,,,,medical_consultation,150,Pasig,13
450292,84368507148,bank,11/4/2020,18:06,0:07:48,,,,bpi,50,Pasig,7
