mobile_number,activity,day,month,time(hour),time(minute),duration(seconds),length_of_text,type_of_load,amount_load,receiver,mb_use,location(city),location(district)
88920314902,6,30,8,2,18,2041,0,0,0,710,300,16,15
88920314902,4,31,8,23,0,1858,0,0,0,701,50,16,7
88920314902,11,1,9,9,21,2997,0,0,0,711,150,16,16
88920314902,5,2,9,19,24,2622,0,0,0,703,500,16,3
88920314902,4,3,9,1,46,2602,0,0,0,702,250,16,13
75641001171,7,11,7,0,24,941,0,0,0,659,100,3,8
75641001171,10,12,7,22,22,3273,0,0,0,704,30,3,12
75641001171,1,13,7,15,55,2139,0,0,0,705,2000,3,6
75641001171,6,14,7,2,8,3123,0,0,0,712,450,3,12
75641001171,3,15,7,7,59,1991,0,4,5,708,0,3,16
40581493026,2,25,12,9,14,502,170,0,0,541,1,2,2
40581493026,8,26,12,15,59,2905,0,0,0,714,250,2,8
40581493026,5,27,12,15,52,1096,0,0,0,703,1250,2,3
40581493026,1,28,12,10,1,126,0,0,0,705,2000,2,14
40581493026,9,29,12,0,33,2652,0,0,0,715,5000,2,7
71042678491,11,3,2,1,53,3551,0,0,0,707,300,3,3
71042678491,1,4,2,21,24,2336,0,0,0,705,1000,3,14
71042678491,11,5,2,18,54,3582,0,0,0,707,300,3,8
71042678491,3,6,2,4,55,3066,0,4,100,708,0,3,7
71042678491,5,7,2,12,22,2083,0,0,0,703,750,3,5
68714003568,11,5,12,7,45,2958,0,0,0,711,600,5,14
68714003568,5,6,12,6,46,1937,0,0,0,703,500,5,8
68714003568,5,7,12,18,17,1324,0,0,0,703,1250,5,16
68714003568,3,8,12,13,34,149,0,4,200,708,0,5,15
68714003568,3,9,12,7,11,3121,0,1,5,708,0,5,9
30531149056,9,1,12,16,51,108,0,0,0,715,5000,11,16
30531149056,3,2,12,19,15,740,0,1,100,708,0,11,9
30531149056,5,3,12,6,40,644,0,0,0,703,250,11,13
30531149056,4,4,12,17,53,3542,0,0,0,702,50,11,1
30531149056,6,5,12,15,33,3196,0,0,0,709,750,11,8
12716621433,11,14,11,2,21,390,0,0,0,707,450,8,5
12716621433,6,15,11,18,0,216,0,0,0,709,600,8,2
12716621433,7,16,11,14,33,1477,0,0,0,509,20,8,2
12716621433,11,17,11,9,38,361,0,0,0,707,150,8,6
12716621433,5,18,11,12,21,2840,0,0,0,703,1250,8,9
15918341149,7,10,10,5,37,1042,0,0,0,313,80,12,1
15918341149,3,11,10,13,20,1092,0,4,20,708,0,12,14
15918341149,4,12,10,22,51,3157,0,0,0,702,250,12,4
15918341149,4,13,10,3,21,37,0,0,0,702,200,12,10
15918341149,11,14,10,19,49,650,0,0,0,711,300,12,9
62601216739,4,23,8,7,27,2734,0,0,0,702,50,9,5
62601216739,6,24,8,18,28,3469,0,0,0,712,300,9,8
62601216739,8,25,8,2,52,81,0,0,0,714,750,9,5
62601216739,9,26,8,5,28,3543,0,0,0,715,5000,9,7
62601216739,3,27,8,10,20,2989,0,3,50,708,0,9,10
50262269945,3,31,5,10,26,555,0,3,20,708,0,10,11
50262269945,3,1,6,0,48,2,0,4,20,708,0,10,8
50262269945,4,2,6,17,39,1177,0,0,0,701,50,10,11
50262269945,7,3,6,11,50,1023,0,0,0,99,40,10,9
50262269945,9,4,6,6,3,1284,0,0,0,715,1000,10,4
39445347319,1,7,8,11,7,2230,0,0,0,706,1000,2,6
39445347319,3,8,8,16,58,1057,0,4,50,708,0,2,5
39445347319,2,9,8,5,5,2053,77,0,0,547,0,2,15
39445347319,11,10,8,2,58,2479,0,0,0,707,600,2,5
39445347319,3,11,8,12,41,1135,0,2,200,708,0,2,11
81595580494,9,12,2,15,4,3411,0,0,0,715,3000,15,1
81595580494,5,13,2,11,25,2733,0,0,0,703,500,15,3
81595580494,11,14,2,3,28,316,0,0,0,711,150,15,16
81595580494,8,15,2,0,15,3063,0,0,0,714,750,15,10
81595580494,11,16,2,16,10,513,0,0,0,707,450,15,11
46336029098,11,19,10,11,5,1840,0,0,0,707,450,3,5
46336029098,2,20,10,15,43,110,179,0,0,551,1,3,3
46336029098,11,21,10,2,56,1745,0,0,0,707,600,3,3
46336029098,5,22,10,13,52,2969,0,0,0,703,250,3,15
46336029098,2,23,10,1,0,110,181,0,0,144,1,3,13
50716899519,8,28,3,14,17,3537,0,0,0,714,500,2,5
50716899519,1,29,3,6,13,1252,0,0,0,706,1500,2,2
50716899519,10,30,3,6,25,3203,0,0,0,704,90,2,7
50716899519,4,31,3,23,2,2933,0,0,0,701,150,2,9
50716899519,6,1,4,6,35,659,0,0,0,709,300,2,11
62316072233,1,28,4,12,35,1237,0,0,0,705,1000,10,1
62316072233,9,29,4,3,11,962,0,0,0,715,2000,10,4
62316072233,2,30,4,14,39,0,148,0,0,173,1,10,4
62316072233,2,1,5,1,44,0,62,0,0,589,0,10,5
62316072233,5,2,5,2,8,778,0,0,0,703,250,10,1
11866354295,1,12,10,5,0,1942,0,0,0,706,2000,14,12
11866354295,2,13,10,1,45,2894,162,0,0,58,1,14,7
11866354295,3,14,10,13,25,2131,0,3,100,708,0,14,16
11866354295,7,15,10,3,51,1299,0,0,0,342,100,14,9
11866354295,9,16,10,10,38,951,0,0,0,715,3000,14,16
26372574745,6,17,11,23,9,3560,0,0,0,709,150,12,15
26372574745,10,18,11,4,33,2526,0,0,0,713,120,12,9
26372574745,9,19,11,21,13,892,0,0,0,715,2000,12,5
26372574745,11,20,11,7,25,2806,0,0,0,707,150,12,11
26372574745,11,21,11,1,38,266,0,0,0,707,300,12,1
89817002694,4,9,7,21,52,1416,0,0,0,701,50,13,11
89817002694,3,10,7,19,20,81,0,2,5,708,0,13,7
89817002694,10,11,7,20,14,3591,0,0,0,713,60,13,8
89817002694,5,12,7,2,9,1087,0,0,0,703,500,13,13
89817002694,7,13,7,20,50,61,0,0,0,564,100,13,3
18985853288,7,25,12,4,44,1002,0,0,0,94,100,8,13
18985853288,4,26,12,0,8,543,0,0,0,701,150,8,10
18985853288,10,27,12,6,22,2431,0,0,0,704,90,8,5
18985853288,5,28,12,19,14,264,0,0,0,703,500,8,2
18985853288,9,29,12,14,43,2547,0,0,0,715,5000,8,8
72099232946,6,28,5,7,19,197,0,0,0,712,600,2,12
72099232946,5,29,5,4,48,2246,0,0,0,703,500,2,8
72099232946,7,30,5,5,42,2104,0,0,0,570,80,2,12
72099232946,2,31,5,0,32,1536,175,0,0,344,1,2,15
72099232946,4,1,6,16,25,1295,0,0,0,701,200,2,1
82587642606,10,17,8,6,27,1460,0,0,0,713,60,8,1
82587642606,10,18,8,17,34,1643,0,0,0,713,30,8,7
82587642606,4,19,8,2,43,698,0,0,0,702,50,8,6
82587642606,7,20,8,21,40,412,0,0,0,99,60,8,10
82587642606,9,21,8,4,33,3060,0,0,0,715,1000,8,12
94799684350,6,5,5,0,21,998,0,0,0,712,150,12,16
94799684350,8,6,5,17,43,3042,0,0,0,714,750,12,1
94799684350,4,7,5,13,21,1771,0,0,0,701,100,12,10
94799684350,8,8,5,20,37,339,0,0,0,714,500,12,3
94799684350,2,9,5,22,16,1993,51,0,0,320,0,12,5
36938044023,3,24,5,4,50,840,0,3,50,708,0,1,3
36938044023,9,25,5,1,19,2997,0,0,0,715,3000,1,9
36938044023,2,26,5,8,1,1522,70,0,0,544,0,1,4
36938044023,4,27,5,16,31,1686,0,0,0,701,100,1,14
36938044023,2,28,5,8,41,1522,208,0,0,608,1,1,16
55525802222,11,1,8,9,22,2765,0,0,0,711,300,12,13
55525802222,10,2,8,11,13,3420,0,0,0,713,30,12,15
55525802222,11,3,8,7,52,2197,0,0,0,711,300,12,8
55525802222,1,4,8,13,54,964,0,0,0,706,1000,12,11
55525802222,4,5,8,3,47,2194,0,0,0,701,250,12,8
29328982331,5,11,3,9,17,1372,0,0,0,703,1250,13,1
29328982331,1,12,3,0,56,75,0,0,0,705,2000,13,15
29328982331,11,13,3,4,57,1715,0,0,0,711,300,13,15
29328982331,11,14,3,0,45,174,0,0,0,711,150,13,7
29328982331,11,15,3,16,9,598,0,0,0,707,600,13,6
26462096221,3,10,8,21,31,2497,0,4,100,708,0,2,16
26462096221,6,11,8,8,8,1451,0,0,0,712,750,2,2
26462096221,11,12,8,11,10,916,0,0,0,711,150,2,13
26462096221,2,13,8,21,8,3448,231,0,0,151,1,2,13
26462096221,4,14,8,20,31,2198,0,0,0,701,50,2,14
87735262690,9,2,5,2,52,2838,0,0,0,715,1000,3,12
87735262690,4,3,5,11,50,2904,0,0,0,702,150,3,15
87735262690,10,4,5,8,39,740,0,0,0,704,120,3,14
87735262690,8,5,5,23,30,2416,0,0,0,714,250,3,4
87735262690,1,6,5,7,21,2016,0,0,0,706,500,3,15
94093156879,6,29,5,8,16,642,0,0,0,710,300,12,2
94093156879,5,30,5,21,50,1002,0,0,0,703,1000,12,13
94093156879,1,31,5,12,35,2164,0,0,0,706,2000,12,4
94093156879,6,1,6,16,4,3452,0,0,0,710,450,12,6
94093156879,8,2,6,2,57,1442,0,0,0,714,1000,12,14
21772996025,11,27,4,2,52,1482,0,0,0,707,750,13,4
21772996025,5,28,4,12,50,2878,0,0,0,703,750,13,15
21772996025,8,29,4,13,40,2233,0,0,0,714,1000,13,10
21772996025,11,30,4,6,27,1980,0,0,0,711,150,13,12
21772996025,5,1,5,16,9,269,0,0,0,703,250,13,12
49989201215,5,10,2,17,27,1497,0,0,0,703,1250,16,14
49989201215,7,11,2,23,10,3272,0,0,0,481,20,16,14
49989201215,5,12,2,22,5,24,0,0,0,703,1250,16,5
49989201215,11,13,2,3,5,1018,0,0,0,707,150,16,11
49989201215,2,14,2,12,28,1766,205,0,0,480,1,16,13
66621702386,8,30,9,14,56,76,0,0,0,714,500,6,13
66621702386,1,1,10,10,39,2141,0,0,0,706,500,6,10
66621702386,10,2,10,23,22,1605,0,0,0,704,150,6,2
66621702386,4,3,10,9,8,2241,0,0,0,702,50,6,1
66621702386,8,4,10,13,52,1654,0,0,0,714,1000,6,5
58576921385,5,19,5,4,40,1303,0,0,0,703,1000,8,13
58576921385,8,20,5,16,11,1627,0,0,0,714,1250,8,1
58576921385,3,21,5,7,46,25,0,3,50,708,0,8,13
58576921385,9,22,5,16,16,3295,0,0,0,715,4000,8,3
58576921385,11,23,5,8,24,1486,0,0,0,707,450,8,7
28273304431,9,28,4,18,19,2452,0,0,0,715,1000,1,8
28273304431,10,29,4,12,4,2878,0,0,0,713,30,1,16
28273304431,5,30,4,3,26,981,0,0,0,703,500,1,14
28273304431,9,1,5,5,31,960,0,0,0,715,2000,1,15
28273304431,10,2,5,16,46,2442,0,0,0,713,120,1,12
12703668936,10,24,6,6,9,201,0,0,0,713,60,8,13
12703668936,5,25,6,5,0,2700,0,0,0,703,1000,8,12
12703668936,3,26,6,21,12,671,0,4,20,708,0,8,16
12703668936,1,27,6,11,9,1405,0,0,0,706,500,8,4
12703668936,10,28,6,2,6,1964,0,0,0,704,30,8,2
35158056213,8,15,3,7,16,942,0,0,0,714,250,4,6
35158056213,7,16,3,23,21,2338,0,0,0,345,100,4,16
35158056213,8,17,3,4,51,450,0,0,0,714,250,4,14
35158056213,6,18,3,5,2,2665,0,0,0,710,750,4,5
35158056213,9,19,3,18,50,1747,0,0,0,715,3000,4,16
71597335015,11,7,1,18,43,1903,0,0,0,707,300,5,16
71597335015,11,8,1,14,59,2309,0,0,0,707,750,5,2
71597335015,11,9,1,4,53,284,0,0,0,707,600,5,13
71597335015,7,10,1,14,3,3370,0,0,0,141,60,5,10
71597335015,11,11,1,20,38,3130,0,0,0,711,450,5,1
77235149700,9,28,10,19,32,2503,0,0,0,715,4000,15,4
77235149700,2,29,10,13,17,0,218,0,0,7,1,15,5
77235149700,2,30,10,16,26,0,164,0,0,21,1,15,3
77235149700,6,31,10,13,5,1960,0,0,0,712,150,15,1
77235149700,7,1,11,18,12,621,0,0,0,235,60,15,10
11328019437,10,12,3,1,29,368,0,0,0,704,90,4,14
11328019437,6,13,3,0,9,1377,0,0,0,710,450,4,11
11328019437,9,14,3,7,1,344,0,0,0,715,4000,4,12
11328019437,11,15,3,11,9,2017,0,0,0,707,750,4,10
11328019437,11,16,3,18,46,1775,0,0,0,707,450,4,1
70783370730,5,21,2,19,59,616,0,0,0,703,750,4,8
70783370730,2,22,2,14,25,3416,55,0,0,570,0,4,15
70783370730,11,23,2,19,17,518,0,0,0,711,750,4,14
70783370730,5,24,2,14,8,3483,0,0,0,703,750,4,14
70783370730,3,25,2,4,24,1936,0,3,50,708,0,4,3
48155793374,7,15,9,15,8,307,0,0,0,53,100,8,11
48155793374,3,16,9,22,59,34,0,3,100,708,0,8,13
48155793374,1,17,9,14,26,682,0,0,0,706,1500,8,6
48155793374,11,18,9,22,19,3407,0,0,0,707,600,8,10
48155793374,9,19,9,7,11,215,0,0,0,715,3000,8,12
25708598675,9,18,1,3,8,2102,0,0,0,715,5000,8,11
25708598675,3,19,1,18,38,2484,0,1,200,708,0,8,5
25708598675,6,20,1,6,18,2003,0,0,0,710,450,8,13
25708598675,4,21,1,9,4,2801,0,0,0,701,50,8,8
25708598675,9,22,1,8,48,1514,0,0,0,715,1000,8,8
65652116377,11,6,4,3,44,3291,0,0,0,707,750,16,4
65652116377,3,7,4,12,27,2655,0,2,5,708,0,16,2
65652116377,5,8,4,16,13,2549,0,0,0,703,1250,16,16
65652116377,9,9,4,15,56,1602,0,0,0,715,2000,16,3
65652116377,4,10,4,6,48,2197,0,0,0,701,100,16,1
32184546188,8,7,4,6,20,2264,0,0,0,714,500,4,6
32184546188,7,8,4,8,41,2903,0,0,0,439,80,4,9
32184546188,8,9,4,23,14,2622,0,0,0,714,750,4,4
32184546188,10,10,4,7,37,372,0,0,0,713,120,4,10
32184546188,1,11,4,15,29,1339,0,0,0,705,1000,4,1
48505621876,7,13,5,21,20,2487,0,0,0,166,80,13,8
48505621876,5,14,5,1,53,429,0,0,0,703,250,13,16
48505621876,11,15,5,2,48,2367,0,0,0,707,300,13,7
48505621876,7,16,5,7,9,718,0,0,0,650,40,13,13
48505621876,6,17,5,19,34,3416,0,0,0,712,600,13,1
90386175651,11,31,1,14,13,2619,0,0,0,711,600,13,4
90386175651,4,1,2,18,47,1849,0,0,0,701,50,13,4
90386175651,3,2,2,4,50,2582,0,3,200,708,0,13,10
90386175651,10,3,2,20,42,1895,0,0,0,713,90,13,15
90386175651,9,4,2,7,35,268,0,0,0,715,3000,13,3
64928412299,10,19,8,7,36,3071,0,0,0,713,90,13,1
64928412299,11,20,8,18,2,1431,0,0,0,707,150,13,5
64928412299,1,21,8,1,58,366,0,0,0,706,2500,13,2
64928412299,4,22,8,4,2,1893,0,0,0,701,100,13,14
64928412299,5,23,8,1,59,1111,0,0,0,703,1000,13,7
63935190119,9,18,8,3,17,1430,0,0,0,715,5000,5,10
63935190119,5,19,8,23,27,445,0,0,0,703,1000,5,1
63935190119,10,20,8,3,32,2684,0,0,0,704,120,5,16
63935190119,5,21,8,10,33,2837,0,0,0,703,250,5,11
63935190119,3,22,8,10,10,1100,0,3,10,708,0,5,15
82639770432,5,16,7,14,52,3045,0,0,0,703,250,1,10
82639770432,4,17,7,2,34,3265,0,0,0,702,250,1,10
82639770432,7,18,7,15,6,3432,0,0,0,50,80,1,11
82639770432,3,19,7,10,44,2312,0,2,150,708,0,1,3
82639770432,11,20,7,8,57,3591,0,0,0,707,450,1,13
81571372456,4,7,11,10,19,3115,0,0,0,702,200,11,15
81571372456,2,8,11,15,41,1917,211,0,0,358,1,11,10
81571372456,3,9,11,17,52,2782,0,3,200,708,0,11,3
81571372456,1,10,11,5,11,835,0,0,0,706,500,11,4
81571372456,7,11,11,3,44,1585,0,0,0,636,80,11,1
90568482729,4,9,11,9,25,322,0,0,0,701,50,12,6
90568482729,11,10,11,19,45,649,0,0,0,711,450,12,12
90568482729,3,11,11,7,7,452,0,4,100,708,0,12,7
90568482729,3,12,11,18,11,1113,0,2,50,708,0,12,3
90568482729,4,13,11,5,26,496,0,0,0,702,200,12,11
67600547716,4,12,2,18,34,76,0,0,0,702,250,9,3
67600547716,5,13,2,3,31,2069,0,0,0,703,250,9,9
67600547716,6,14,2,21,41,3234,0,0,0,710,750,9,6
67600547716,10,15,2,17,53,1401,0,0,0,713,60,9,3
67600547716,11,16,2,4,17,2392,0,0,0,707,300,9,10
83270172312,3,31,12,12,21,2642,0,2,10,708,0,11,12
83270172312,8,1,1,10,5,2891,0,0,0,714,750,11,4
83270172312,3,2,1,15,41,1817,0,3,20,708,0,11,10
83270172312,2,3,1,9,18,477,224,0,0,105,1,11,15
83270172312,5,4,1,5,42,3383,0,0,0,703,1250,11,8
50905485503,1,21,3,13,18,2080,0,0,0,705,1500,5,2
50905485503,2,22,3,8,3,2139,243,0,0,66,1,5,13
50905485503,8,23,3,1,52,3588,0,0,0,714,1000,5,14
50905485503,9,24,3,2,32,2163,0,0,0,715,5000,5,12
50905485503,9,25,3,6,45,3549,0,0,0,715,5000,5,14
57630150911,3,5,8,16,34,1535,0,2,100,708,0,15,14
57630150911,8,6,8,19,18,2413,0,0,0,714,1000,15,6
57630150911,9,7,8,6,7,1512,0,0,0,715,5000,15,14
57630150911,5,8,8,8,36,1657,0,0,0,703,750,15,2
57630150911,3,9,8,12,29,2004,0,1,100,708,0,15,5
95633818048,5,28,8,23,42,3090,0,0,0,703,1000,16,14
95633818048,11,29,8,22,26,747,0,0,0,711,600,16,6
95633818048,8,30,8,17,10,2256,0,0,0,714,500,16,3
95633818048,6,31,8,14,12,3565,0,0,0,712,150,16,9
95633818048,6,1,9,17,41,1191,0,0,0,710,150,16,12
21529268594,2,5,9,10,42,2928,59,0,0,458,0,2,9
21529268594,1,6,9,20,17,2284,0,0,0,705,2000,2,2
21529268594,10,7,9,3,13,2339,0,0,0,704,90,2,14
21529268594,5,8,9,6,38,152,0,0,0,703,1250,2,7
21529268594,2,9,9,1,20,2928,207,0,0,248,1,2,6
37577718043,5,25,2,19,27,2637,0,0,0,703,500,1,6
37577718043,6,26,2,9,22,466,0,0,0,709,300,1,2
37577718043,9,27,2,3,48,1658,0,0,0,715,1000,1,5
37577718043,10,28,2,7,9,2072,0,0,0,704,90,1,3
37577718043,9,29,2,5,51,2472,0,0,0,715,1000,1,12
58529265458,11,8,4,0,48,3485,0,0,0,707,150,1,1
58529265458,2,9,4,4,25,0,222,0,0,576,1,1,9
58529265458,4,10,4,14,43,1139,0,0,0,702,100,1,13
58529265458,6,11,4,19,53,3099,0,0,0,712,150,1,10
58529265458,10,12,4,0,7,2474,0,0,0,704,30,1,16
53749917724,2,31,5,15,33,3014,118,0,0,147,0,15,9
53749917724,11,1,6,15,42,1927,0,0,0,707,150,15,5
53749917724,3,2,6,6,17,13,0,2,150,708,0,15,10
53749917724,11,3,6,12,17,2682,0,0,0,707,450,15,15
53749917724,5,4,6,13,21,1866,0,0,0,703,750,15,3
97308030873,7,17,10,17,7,2001,0,0,0,256,100,10,13
97308030873,1,18,10,16,29,1841,0,0,0,706,1500,10,6
97308030873,9,19,10,6,41,2484,0,0,0,715,5000,10,11
97308030873,3,20,10,15,47,137,0,1,5,708,0,10,1
97308030873,5,21,10,5,36,1316,0,0,0,703,1250,10,14
22679301628,10,15,6,11,7,2044,0,0,0,713,120,14,5
22679301628,2,16,6,16,41,2051,61,0,0,535,0,14,11
22679301628,5,17,6,18,24,3178,0,0,0,703,500,14,13
22679301628,11,18,6,5,26,3338,0,0,0,707,750,14,14
22679301628,10,19,6,8,27,2611,0,0,0,704,60,14,12
17172274158,4,23,8,14,2,2505,0,0,0,701,100,11,16
17172274158,2,24,8,17,6,2630,59,0,0,115,0,11,11
17172274158,3,25,8,18,14,1127,0,2,20,708,0,11,1
17172274158,7,26,8,23,35,1007,0,0,0,500,40,11,11
17172274158,5,27,8,1,32,2375,0,0,0,703,1000,11,11
20350028681,5,27,5,11,42,1755,0,0,0,703,250,6,16
20350028681,7,28,5,2,48,2363,0,0,0,129,80,6,8
20350028681,6,29,5,3,33,2517,0,0,0,710,150,6,11
20350028681,1,30,5,7,15,203,0,0,0,706,1000,6,3
20350028681,9,31,5,14,58,145,0,0,0,715,4000,6,6
90903910750,1,20,5,3,40,1124,0,0,0,706,500,6,7
90903910750,11,21,5,22,0,1367,0,0,0,711,600,6,9
90903910750,10,22,5,18,12,77,0,0,0,704,30,6,2
90903910750,6,23,5,4,24,2971,0,0,0,712,150,6,15
90903910750,1,24,5,14,34,2023,0,0,0,706,500,6,2
12902613467,4,17,10,17,24,2493,0,0,0,702,150,5,11
12902613467,8,18,10,5,20,1101,0,0,0,714,1250,5,1
12902613467,6,19,10,2,6,3315,0,0,0,712,300,5,14
12902613467,5,20,10,22,35,2801,0,0,0,703,1250,5,6
12902613467,1,21,10,19,12,1622,0,0,0,705,1000,5,14
77842359185,6,23,9,18,19,1005,0,0,0,710,300,12,9
77842359185,7,24,9,10,9,3500,0,0,0,532,60,12,1
77842359185,7,25,9,23,48,2381,0,0,0,20,100,12,12
77842359185,11,26,9,18,57,3085,0,0,0,707,150,12,16
77842359185,9,27,9,7,59,2723,0,0,0,715,4000,12,6
93404448865,9,31,10,9,43,3152,0,0,0,715,1000,2,5
93404448865,3,1,11,3,24,3156,0,2,20,708,0,2,1
93404448865,1,2,11,17,1,258,0,0,0,705,1000,2,9
93404448865,4,3,11,21,37,1990,0,0,0,702,150,2,12
93404448865,3,4,11,19,0,565,0,2,10,708,0,2,6
38803232433,5,2,5,18,56,902,0,0,0,703,750,7,3
38803232433,10,3,5,6,3,2945,0,0,0,704,30,7,9
38803232433,6,4,5,5,58,1176,0,0,0,710,300,7,10
38803232433,5,5,5,3,37,1936,0,0,0,703,1000,7,15
38803232433,9,6,5,0,15,2197,0,0,0,715,5000,7,9
94026327319,1,10,11,8,58,238,0,0,0,706,1500,3,2
94026327319,6,11,11,5,52,3349,0,0,0,710,450,3,3
94026327319,4,12,11,13,12,1571,0,0,0,702,50,3,5
94026327319,10,13,11,7,51,1564,0,0,0,713,90,3,8
94026327319,4,14,11,18,5,2118,0,0,0,701,100,3,15
93424038220,5,24,12,4,46,1342,0,0,0,703,1250,5,4
93424038220,1,25,12,8,55,3090,0,0,0,706,500,5,3
93424038220,1,26,12,10,31,1671,0,0,0,706,1000,5,8
93424038220,8,27,12,17,3,2193,0,0,0,714,250,5,16
93424038220,1,28,12,14,37,2056,0,0,0,706,1000,5,16
16752962843,9,28,9,15,21,2831,0,0,0,715,2000,12,5
16752962843,6,29,9,10,3,15,0,0,0,710,300,12,3
16752962843,1,30,9,0,42,988,0,0,0,705,500,12,8
16752962843,11,1,10,16,20,123,0,0,0,711,300,12,14
16752962843,1,2,10,15,5,648,0,0,0,706,2500,12,9
43534195565,3,14,7,2,21,2346,0,1,150,708,0,9,6
43534195565,5,15,7,12,13,2769,0,0,0,703,1000,9,5
43534195565,11,16,7,17,5,1964,0,0,0,707,600,9,13
43534195565,8,17,7,11,20,597,0,0,0,714,1250,9,8
43534195565,8,18,7,12,57,2169,0,0,0,714,250,9,8
97038508156,11,21,7,3,50,71,0,0,0,711,150,14,15
97038508156,7,22,7,16,53,2400,0,0,0,44,20,14,13
97038508156,9,23,7,6,30,2377,0,0,0,715,5000,14,13
97038508156,4,24,7,15,26,128,0,0,0,701,50,14,1
97038508156,6,25,7,19,42,3014,0,0,0,709,450,14,12
42336243508,3,6,5,0,7,2633,0,3,200,708,0,8,12
42336243508,7,7,5,22,59,21,0,0,0,176,60,8,15
42336243508,5,8,5,19,7,883,0,0,0,703,250,8,15
42336243508,8,9,5,4,31,1255,0,0,0,714,750,8,4
42336243508,7,10,5,17,52,2286,0,0,0,114,100,8,13
86479239578,4,23,6,0,34,1563,0,0,0,701,200,8,2
86479239578,9,24,6,13,7,1927,0,0,0,715,5000,8,16
86479239578,6,25,6,16,6,441,0,0,0,709,750,8,10
86479239578,3,26,6,9,23,3391,0,2,10,708,0,8,10
86479239578,9,27,6,11,13,889,0,0,0,715,3000,8,1
32654189830,4,20,3,21,18,2838,0,0,0,701,150,8,2
32654189830,4,21,3,15,11,754,0,0,0,702,200,8,9
32654189830,3,22,3,10,27,1455,0,3,200,708,0,8,12
32654189830,6,23,3,0,18,2747,0,0,0,709,300,8,8
32654189830,11,24,3,11,53,1578,0,0,0,707,750,8,5
86478023113,1,30,5,21,0,3099,0,0,0,706,2000,13,7
86478023113,2,31,5,4,18,0,230,0,0,199,1,13,2
86478023113,5,1,6,14,27,1594,0,0,0,703,500,13,1
86478023113,6,2,6,8,25,3227,0,0,0,710,150,13,7
86478023113,3,3,6,10,55,228,0,3,20,708,0,13,5
84976778843,1,8,9,23,39,1287,0,0,0,706,1000,5,14
84976778843,10,9,9,4,42,1774,0,0,0,713,90,5,5
84976778843,9,10,9,9,29,2184,0,0,0,715,5000,5,14
84976778843,8,11,9,5,34,1804,0,0,0,714,1250,5,15
84976778843,4,12,9,5,47,2550,0,0,0,701,150,5,16
25947168307,2,28,12,23,8,0,172,0,0,28,1,12,7
25947168307,8,29,12,10,11,2033,0,0,0,714,500,12,5
25947168307,2,30,12,1,11,0,143,0,0,82,1,12,11
25947168307,1,31,12,18,39,2283,0,0,0,705,2500,12,7
25947168307,10,1,1,14,44,2565,0,0,0,713,30,12,16
66385178960,7,29,1,2,39,1520,0,0,0,698,100,12,9
66385178960,1,30,1,5,27,1416,0,0,0,705,2000,12,1
66385178960,8,31,1,20,3,2228,0,0,0,714,1250,12,2
66385178960,7,1,2,21,1,1173,0,0,0,542,20,12,11
66385178960,8,2,2,21,7,2050,0,0,0,714,1250,12,10
64764199578,5,30,6,19,14,2562,0,0,0,703,750,9,8
64764199578,8,1,7,4,22,3176,0,0,0,714,500,9,6
64764199578,1,2,7,17,7,1786,0,0,0,705,500,9,3
64764199578,4,3,7,5,33,1830,0,0,0,701,100,9,9
64764199578,3,4,7,5,23,903,0,1,10,708,0,9,15
51319805160,5,23,10,13,11,1386,0,0,0,703,500,4,7
51319805160,6,24,10,6,21,973,0,0,0,710,450,4,10
51319805160,4,25,10,23,31,2834,0,0,0,702,250,4,5
51319805160,1,26,10,19,46,2973,0,0,0,705,2000,4,4
51319805160,11,27,10,6,24,246,0,0,0,707,300,4,6
39117702681,8,3,9,13,46,362,0,0,0,714,250,10,12
39117702681,9,4,9,5,15,2195,0,0,0,715,3000,10,7
39117702681,9,5,9,16,45,2950,0,0,0,715,5000,10,6
39117702681,8,6,9,16,4,334,0,0,0,714,750,10,8
39117702681,8,7,9,8,10,1795,0,0,0,714,500,10,10
30052599058,7,5,11,23,5,969,0,0,0,147,60,4,6
30052599058,9,6,11,0,42,1842,0,0,0,715,1000,4,1
30052599058,3,7,11,17,50,776,0,4,5,708,0,4,6
30052599058,2,8,11,22,10,1198,173,0,0,439,1,4,15
30052599058,2,9,11,9,9,1198,210,0,0,69,1,4,12
21709281830,9,14,3,15,48,797,0,0,0,715,3000,6,4
21709281830,10,15,3,4,4,1439,0,0,0,713,30,6,14
21709281830,4,16,3,17,55,1168,0,0,0,701,250,6,8
21709281830,6,17,3,6,7,3342,0,0,0,712,300,6,9
21709281830,11,18,3,20,36,1661,0,0,0,707,750,6,10
47918926222,9,25,7,19,48,915,0,0,0,715,1000,11,11
47918926222,5,26,7,18,2,3106,0,0,0,703,500,11,14
47918926222,6,27,7,16,42,329,0,0,0,709,600,11,1
47918926222,5,28,7,20,40,2572,0,0,0,703,500,11,13
47918926222,5,29,7,13,57,284,0,0,0,703,250,11,12
34663083017,2,4,11,22,40,3234,92,0,0,443,0,3,9
34663083017,2,5,11,21,35,3234,192,0,0,592,1,3,11
34663083017,1,6,11,7,52,3485,0,0,0,705,2000,3,1
34663083017,4,7,11,22,48,416,0,0,0,701,100,3,16
34663083017,10,8,11,23,57,3245,0,0,0,713,60,3,5
